age,job,marital,education,balance,housing,loan,contact,duration,campaign,poutcome,y,cluster_id_hierarchical
57,5,1,0,5799,0,0,2,97,1,3,0,6
27,0,1,1,1033,1,0,2,1713,1,3,0,5
49,10,0,1,66,0,0,0,218,3,3,0,6
43,7,1,0,2567,1,0,0,109,1,0,0,5
40,4,1,2,1584,1,0,1,661,1,3,0,5
32,7,2,1,182,1,0,0,145,1,3,0,5
58,4,1,0,76,1,0,1,54,4,3,0,5
34,0,2,1,663,1,0,0,111,1,3,0,5
46,9,0,1,3455,1,0,2,566,2,3,0,5
29,1,1,1,15,0,0,0,136,1,3,0,6
52,1,1,0,1054,0,0,0,273,1,3,0,6
45,4,1,2,1529,0,0,0,160,1,3,0,6
26,4,2,1,63,0,0,0,76,4,3,0,6
40,9,1,2,0,0,0,0,44,1,3,0,6
41,0,1,1,920,1,1,2,239,1,3,0,3
47,0,2,1,3696,0,0,0,250,2,2,1,2
27,9,2,3,59,0,0,0,792,4,3,0,6
27,7,1,1,0,1,0,0,198,13,3,0,5
48,1,1,1,157,1,0,2,73,1,3,0,5
49,0,1,1,2465,0,0,0,157,3,3,0,6
35,1,1,0,0,1,0,0,90,6,3,0,5
47,6,1,1,2,0,0,0,236,2,3,0,6
54,4,1,2,0,0,0,0,118,5,3,0,6
39,4,2,2,12437,0,0,1,40,1,3,0,6
28,8,2,1,378,1,0,0,346,1,3,0,5
54,1,1,0,211,0,0,2,200,2,3,0,6
34,9,1,1,-228,1,0,0,187,3,1,0,5
63,5,1,1,2747,0,0,0,113,1,0,0,6
42,6,1,2,1932,1,0,2,192,32,3,0,5
43,9,2,1,11269,0,0,2,92,1,3,0,6
37,0,1,1,1314,1,0,0,682,2,2,0,5
55,1,1,0,2275,0,0,0,139,9,3,0,6
43,4,2,2,1304,0,0,0,501,2,3,1,2
41,1,1,1,720,0,1,0,651,1,3,1,1
47,9,0,1,2914,1,0,0,405,13,3,0,5
34,9,1,1,1464,1,0,2,350,1,3,0,5
28,8,2,1,11555,0,0,0,125,2,3,0,6
36,7,1,1,-302,1,0,0,36,2,3,0,5
50,9,1,1,2497,1,0,0,35,1,0,0,5
35,1,1,1,-339,1,0,2,389,2,3,0,5
40,9,1,1,56,1,1,0,194,1,0,0,3
26,6,2,2,211,0,0,0,168,3,3,0,6
36,4,0,2,3611,1,0,2,347,3,3,0,5
59,10,1,0,0,0,0,0,3025,2,3,0,6
28,8,2,1,459,0,0,0,83,13,3,0,6
46,2,1,3,242,1,0,2,332,2,3,0,5
50,6,1,1,1138,0,0,0,219,10,3,0,6
53,4,1,2,1319,1,0,0,427,1,0,0,5
81,5,1,1,1,0,0,0,65,5,3,0,6
35,7,0,1,67,1,0,0,192,2,3,0,5
58,5,1,3,937,0,0,0,155,1,3,0,6
44,7,1,1,0,1,1,0,161,1,3,0,3
38,4,1,2,-558,1,0,0,533,1,3,0,5
49,1,1,1,171,0,0,0,19,3,1,0,6
33,9,2,2,696,0,1,0,193,1,0,0,4
29,4,1,2,361,1,1,0,819,3,3,0,3
28,9,2,1,227,0,0,0,278,1,3,1,2
31,0,1,1,236,1,1,1,211,3,3,0,3
33,4,2,2,-53,0,0,0,617,2,3,0,6
52,9,1,1,192,1,0,0,61,2,3,0,5
43,4,0,2,38,1,0,0,197,6,3,0,5
32,6,2,1,518,1,0,0,34,7,3,0,5
36,6,1,2,16,1,1,0,95,4,3,0,3
41,1,1,1,-256,1,0,2,147,2,3,0,5
43,1,1,1,105,0,1,0,668,2,3,0,4
45,6,1,2,334,0,0,2,87,2,3,0,6
39,9,1,1,1048,0,1,0,405,1,3,0,4
41,7,1,1,108,1,1,2,83,7,3,0,3
31,9,1,1,660,0,0,0,115,1,3,0,6
37,10,2,2,0,1,0,0,108,1,3,0,5
28,2,1,3,1034,0,0,0,113,1,3,0,6
47,3,1,0,201,1,0,0,58,2,0,0,5
37,3,1,0,189,0,0,0,148,4,3,0,6
60,5,0,3,-49,1,0,0,188,1,0,0,5
43,9,0,1,1413,1,0,1,75,3,3,0,5
58,5,0,2,264,1,1,0,523,3,3,0,3
52,2,1,2,54,1,1,1,103,1,3,0,3
50,1,1,0,12519,1,0,0,146,2,2,0,5
32,7,2,1,2881,0,0,0,356,1,3,1,2
42,1,1,0,0,1,0,0,71,1,3,0,5
31,0,1,1,88,1,1,0,189,2,3,0,3
28,1,1,1,1020,1,0,2,251,1,3,0,5
36,9,0,2,119,0,0,0,127,8,3,0,6
51,10,2,2,1594,0,0,1,197,1,3,0,6
46,9,1,2,342,1,1,0,84,1,3,0,3
50,7,2,1,72,0,0,2,141,2,3,0,6
32,1,1,1,14,1,0,2,171,1,3,0,5
26,2,2,2,81,0,0,0,262,3,3,0,6
41,6,1,2,231,0,0,0,352,2,3,1,2
39,9,1,2,1161,1,0,0,236,1,0,0,5
31,1,1,1,-45,1,0,2,184,1,3,0,5
28,4,2,2,231,1,1,0,568,2,3,0,3
31,4,2,1,36,0,0,0,105,2,3,0,6
30,9,1,2,1570,1,0,0,260,1,3,0,5
35,9,1,2,7050,0,0,0,222,3,2,1,2
33,1,1,0,3704,1,0,2,447,2,3,0,5
30,9,2,2,6619,1,0,0,239,8,3,0,5
32,1,2,1,-84,1,0,0,426,1,3,0,5
40,4,2,2,1509,0,0,0,333,1,0,0,6
31,6,1,2,1134,0,0,0,174,2,3,0,6
36,9,1,1,146,1,1,2,284,2,3,0,3
33,4,2,2,9449,1,0,0,428,1,3,0,5
57,5,1,1,374,1,1,0,236,1,3,0,3
45,9,1,1,88,0,0,0,150,2,3,0,6
59,4,1,2,2764,0,0,0,237,1,0,0,6
30,4,2,2,2,1,1,0,1031,8,3,1,8
33,9,1,2,8023,0,0,0,107,1,0,0,6
52,1,1,1,289,1,0,2,45,13,3,0,5
83,5,1,1,0,0,0,0,140,10,3,0,6
58,6,0,2,1382,0,0,2,700,1,3,1,2
33,4,0,2,280,0,1,0,155,1,3,0,4
41,1,0,0,2195,1,0,2,211,5,3,0,5
31,6,1,1,33,0,0,0,165,4,3,0,6
35,1,0,1,275,0,1,0,144,5,3,0,4
27,4,2,2,703,1,0,2,590,3,3,1,7
57,0,0,3,887,0,0,2,43,8,3,0,6
56,11,1,3,0,0,0,2,471,2,3,0,6
53,0,2,1,1178,1,0,2,295,2,3,0,5
39,4,1,2,2763,1,0,2,526,2,3,1,7
32,2,2,2,890,1,1,0,27,10,3,0,3
46,6,1,1,548,0,0,0,1181,4,3,1,2
56,9,1,2,272,0,0,0,103,2,3,0,6
46,4,0,2,6269,1,0,1,249,3,0,0,5
29,2,1,1,178,1,0,0,231,4,3,0,5
60,4,1,0,252,1,1,0,123,2,0,0,3
33,3,2,2,23663,1,0,0,199,2,0,0,5
27,2,2,2,81,0,0,0,197,1,0,0,6
50,6,0,2,59,1,0,2,67,2,3,0,5
45,7,1,1,1343,0,1,0,220,1,3,0,4
58,5,1,1,225,0,0,0,122,6,3,0,6
59,5,1,0,0,1,0,2,104,7,3,0,5
58,5,0,0,2538,1,0,0,307,6,3,0,5
64,5,1,0,43,0,0,0,117,1,2,0,6
47,9,1,1,57,0,0,0,253,1,2,0,6
40,4,1,2,-117,1,0,0,770,2,3,0,5
36,9,0,1,666,1,1,0,190,1,1,0,3
28,4,2,2,0,1,0,0,767,5,3,1,7
38,9,2,2,25,1,0,0,232,2,3,1,7
53,2,1,0,1034,1,0,0,854,2,1,0,5
46,1,2,1,324,1,0,2,293,6,3,0,5
54,9,1,1,0,0,0,1,986,1,0,0,6
32,4,1,2,0,0,0,0,66,1,3,0,6
55,4,1,0,621,0,1,0,114,1,0,0,4
55,5,0,1,138,0,0,0,205,1,3,0,6
56,9,1,1,4063,0,1,1,31,4,3,0,4
40,1,1,1,11084,0,0,2,113,1,3,0,6
44,9,1,1,310,1,0,0,200,1,0,0,5
32,2,1,3,73,1,0,0,158,1,0,0,5
33,4,1,2,1808,1,0,2,99,4,3,0,5
41,10,0,1,1281,0,0,0,45,3,3,0,6
37,9,1,1,64,1,0,0,239,4,1,0,5
58,4,2,2,2,1,0,1,168,3,3,0,5
52,1,1,1,60,0,1,0,196,2,3,0,4
49,7,2,1,133,0,0,2,319,6,3,0,6
44,3,1,0,3706,0,0,2,209,3,3,0,6
28,0,2,3,174,0,0,0,184,1,3,0,6
31,9,1,1,251,0,1,0,156,2,3,0,4
37,6,1,1,4153,1,0,0,35,16,3,0,5
30,9,2,2,985,1,0,0,88,2,3,0,5
28,7,2,1,168,0,0,0,347,3,2,1,2
46,7,1,1,1550,1,0,0,126,2,0,0,5
47,4,1,2,7708,1,0,0,157,5,3,0,5
35,1,1,0,-12,1,0,2,212,5,3,0,5
80,4,1,0,6483,0,0,1,123,1,3,0,6
30,9,2,2,60,1,1,2,306,5,3,0,3
55,9,2,1,3339,1,0,2,63,1,3,0,5
22,8,2,2,1161,0,1,0,119,1,3,0,4
33,1,2,0,599,1,0,2,29,1,3,0,5
53,2,1,3,28,0,0,0,117,2,3,0,6
49,4,1,2,1430,0,0,0,231,2,3,0,6
51,5,1,1,35,0,1,0,123,4,3,0,4
41,6,1,2,6000,1,0,0,265,1,3,0,5
34,9,1,1,0,1,0,0,144,1,3,0,5
36,1,2,1,340,0,1,2,559,3,3,0,4
35,2,1,2,0,0,0,0,74,1,0,0,6
29,7,1,1,3,1,0,0,183,1,3,0,5
40,9,2,2,445,1,0,0,631,1,3,0,5
32,4,0,2,874,0,0,0,1282,6,3,1,2
48,1,1,1,705,0,0,2,108,2,3,0,6
59,5,1,3,1033,0,0,2,1199,1,3,1,2
35,6,0,2,1354,1,0,2,736,2,3,1,7
33,9,2,2,123,0,0,0,264,1,3,0,6
55,5,1,0,8894,0,0,2,262,1,3,0,6
41,1,1,1,429,1,0,2,244,1,3,0,5
42,3,1,0,14752,0,0,2,107,2,3,0,6
46,1,1,0,67,0,0,2,9,1,3,0,6
35,3,0,1,39,0,0,0,149,2,3,0,6
28,9,2,2,102,0,0,0,321,2,3,0,6
25,8,2,1,1790,0,0,0,224,1,0,0,6
56,4,2,2,15311,0,0,0,157,6,3,0,6
30,0,2,1,-635,0,0,0,250,1,3,0,6
45,1,1,1,115,0,0,0,209,4,3,0,6
40,4,1,2,10786,0,0,2,111,3,3,0,6
40,1,1,1,498,1,0,0,55,2,0,0,5
39,1,1,1,1045,1,1,0,290,13,3,0,3
48,2,1,2,810,0,0,2,383,1,3,0,6
31,9,2,2,-162,1,0,0,380,1,3,0,5
32,4,1,2,55,0,0,0,124,3,3,0,6
34,7,1,1,586,1,1,2,224,2,3,0,3
26,9,2,1,455,0,0,0,240,1,1,0,6
31,4,1,2,1010,1,0,0,385,3,1,0,5
37,4,2,2,509,1,0,0,133,1,3,0,5
29,8,2,3,2929,0,0,0,91,1,3,0,6
57,9,1,1,3071,1,1,0,63,3,3,0,3
47,4,2,2,153,1,0,0,192,2,3,0,5
38,6,2,1,1146,1,0,2,91,2,3,0,5
48,1,1,0,1092,0,1,0,79,1,0,0,4
50,4,1,2,3463,0,1,0,96,1,3,1,1
33,0,1,1,1158,1,0,0,25,2,3,0,5
28,0,2,1,26,1,0,0,227,2,3,0,5
30,7,2,1,566,0,0,0,110,1,3,0,6
52,9,0,1,204,0,0,0,134,2,3,0,6
36,9,1,1,480,0,0,0,213,1,3,1,2
36,9,2,1,1855,1,0,0,75,1,0,0,5
46,7,1,1,1034,0,0,0,109,2,3,0,6
57,4,1,2,3250,0,0,0,162,3,3,0,6
28,4,2,1,1633,0,0,0,275,1,3,1,2
46,7,1,1,0,1,0,0,154,1,1,0,5
55,5,1,0,3334,0,0,0,632,4,3,1,2
33,4,1,2,4020,1,1,0,251,1,3,0,3
53,4,1,1,66,0,1,1,141,1,3,0,4
41,9,2,1,-41,1,1,0,154,1,3,0,3
60,1,1,1,322,1,0,0,63,1,3,0,5
35,2,1,0,2643,0,1,0,259,1,3,0,4
43,1,0,0,49,1,0,2,100,1,3,0,5
57,0,0,0,1,0,0,2,17,10,3,0,6
46,0,1,1,3098,1,0,1,192,9,3,0,5
31,1,1,0,352,1,0,2,97,9,3,0,5
53,9,1,1,65,0,0,0,41,2,3,0,6
35,1,1,1,1949,1,0,2,200,3,3,0,5
32,0,2,1,739,1,0,0,91,3,3,0,5
48,4,1,2,1167,1,1,0,264,1,3,1,8
50,0,1,1,231,1,0,0,397,2,3,0,5
40,1,1,0,1136,1,0,2,86,1,3,0,5
42,2,1,2,233,0,0,0,446,1,3,0,6
59,0,1,1,817,0,0,0,304,1,3,0,6
27,1,2,0,1128,1,0,2,88,4,3,0,5
32,4,2,2,1831,1,0,0,86,2,3,0,5
35,9,2,1,450,1,0,0,63,1,3,0,5
28,7,1,1,0,1,0,0,335,2,0,0,5
37,4,0,1,414,0,0,0,293,2,0,0,6
57,4,1,0,1052,1,0,2,227,4,3,0,5
42,0,2,1,1022,1,0,2,146,2,3,0,5
55,0,1,0,343,1,0,0,276,3,3,0,5
52,4,1,2,1944,1,0,0,238,3,0,0,5
26,1,2,1,-32,1,1,0,14,6,3,0,3
52,9,1,1,1781,1,0,2,144,2,3,0,5
26,4,2,2,350,0,0,0,367,1,3,0,6
33,10,1,1,2,1,0,0,132,1,3,0,5
24,1,2,0,111,1,1,2,42,4,3,0,3
37,4,0,2,168,1,0,2,227,1,3,0,5
28,9,2,1,3,0,0,1,40,8,0,0,6
30,9,2,1,102,1,0,2,614,2,3,0,5
33,1,1,0,0,1,0,2,270,1,3,0,5
55,11,1,0,159,0,0,2,15,1,3,0,6
33,1,1,1,1134,1,0,2,304,2,3,0,5
42,1,1,1,352,1,0,0,79,3,3,0,5
37,4,1,2,865,1,0,0,101,1,3,0,5
59,1,1,0,179,1,0,2,55,3,3,0,5
27,1,2,1,5,1,0,2,205,3,3,0,5
23,8,1,2,-230,1,0,0,259,2,3,0,5
51,4,0,2,0,0,0,0,60,2,3,0,6
50,1,1,0,3924,1,0,0,122,2,3,0,5
43,9,1,1,764,1,0,0,557,5,3,0,5
37,1,0,0,511,1,0,1,42,1,3,0,5
34,4,2,2,4348,1,0,0,373,8,3,0,5
41,4,1,2,3016,1,0,0,80,3,3,0,5
26,8,2,1,279,0,0,0,239,3,3,0,6
49,4,0,2,1405,0,0,2,29,1,3,0,6
29,1,2,1,908,1,0,2,1663,1,3,1,7
30,4,2,2,162,1,0,2,186,4,3,0,5
38,7,0,1,792,0,0,2,430,1,3,0,6
58,4,1,1,111,0,0,1,58,2,3,0,6
34,8,2,3,1281,0,0,0,279,1,0,0,6
53,7,0,3,1012,1,0,0,332,2,3,0,5
50,4,1,2,2881,0,0,0,510,2,1,0,6
30,1,2,1,445,1,0,0,218,1,0,0,5
40,4,1,1,643,1,0,0,74,2,0,0,5
57,3,2,1,254,0,0,0,676,1,3,0,6
40,4,1,2,-1212,1,0,0,1259,2,0,0,5
41,9,1,1,2125,1,1,0,285,3,0,0,3
53,9,0,3,629,1,0,0,298,1,3,0,5
48,1,1,1,-202,1,1,0,225,4,3,0,3
32,9,2,1,271,1,0,0,80,2,1,0,5
34,4,1,2,703,1,0,0,342,1,3,1,7
46,1,1,1,-216,1,0,0,404,3,3,0,5
45,7,0,1,88,0,1,0,332,1,3,0,4
51,0,2,2,16,1,0,0,158,1,3,0,5
31,4,1,1,466,1,0,0,164,1,3,0,5
47,9,1,1,-75,1,0,0,57,1,1,0,5
32,1,1,1,456,0,0,0,121,1,3,0,6
41,9,1,1,77,1,0,0,56,1,3,0,5
37,7,2,1,-244,0,0,2,178,1,3,0,6
27,1,2,0,1209,0,0,0,283,1,3,0,6
27,7,1,1,58,1,0,0,113,1,1,0,5
50,4,1,1,421,0,0,0,22,5,3,0,6
31,4,2,2,112,1,0,0,159,2,0,0,5
40,6,1,2,13669,0,0,0,138,1,1,0,6
43,4,1,2,1429,1,0,0,1015,1,1,1,7
39,9,1,2,794,0,0,1,182,1,3,0,6
31,2,2,2,1957,0,0,0,112,3,3,0,6
48,9,1,1,454,1,0,0,114,1,3,0,5
32,1,2,0,882,0,1,0,80,8,3,0,4
47,10,1,0,168,1,0,1,66,1,1,0,5
35,4,2,2,714,1,0,0,135,22,3,0,5
42,4,2,2,0,0,0,0,99,1,3,0,6
47,1,1,1,1996,0,0,2,761,2,3,1,2
59,5,1,1,163,0,0,0,464,1,3,0,6
38,0,1,1,3190,1,0,2,20,2,3,0,5
50,10,1,1,1772,0,0,0,206,4,3,0,6
27,7,2,1,-151,0,0,0,283,2,3,0,6
55,3,1,0,16,0,0,2,64,1,3,0,6
39,7,2,1,7066,1,0,0,667,3,1,1,7
31,9,2,2,454,0,0,0,73,3,3,0,6
37,2,1,2,4798,1,0,2,156,2,3,0,5
28,9,2,1,-298,1,0,2,559,7,3,0,5
42,9,1,1,439,0,0,0,143,2,3,0,6
40,7,0,1,1927,1,0,2,62,1,3,0,5
59,4,2,1,671,1,1,0,219,2,0,0,3
40,7,2,1,65,1,0,0,15,3,3,0,5
43,9,1,1,-932,1,0,0,567,1,3,0,5
38,9,2,1,4366,1,0,0,188,2,3,0,5
54,5,1,0,0,1,0,0,159,2,3,0,5
41,1,1,1,4900,1,0,1,121,2,3,0,5
55,3,0,0,976,0,0,0,345,1,1,1,2
33,4,1,2,148,0,0,2,717,1,3,0,6
46,1,1,1,5,0,0,0,71,3,3,0,6
36,4,1,1,-148,0,0,0,144,2,3,0,6
48,9,0,2,113,0,1,0,38,1,3,0,4
42,4,1,1,-105,1,0,0,60,2,3,0,5
46,4,0,2,624,0,0,0,336,2,2,1,2
49,9,1,1,-1680,1,1,2,92,4,3,0,3
36,1,1,1,-461,0,0,0,254,2,0,0,6
34,9,2,2,144,1,1,0,104,1,0,0,3
51,2,0,2,4,1,1,0,74,5,3,0,3
58,1,1,0,309,0,0,0,156,2,3,0,6
48,4,1,2,866,0,0,0,146,2,3,0,6
41,0,2,1,1020,1,0,2,882,1,3,1,7
49,6,1,0,489,1,0,2,84,4,3,0,5
43,4,1,0,8167,1,0,2,114,2,3,0,5
32,1,2,1,-255,0,1,2,957,3,3,0,4
54,5,1,1,3671,0,0,2,67,3,3,0,6
33,1,0,0,636,1,0,0,211,11,3,0,5
35,9,1,1,141,1,0,0,299,2,3,0,5
56,9,1,1,150,1,1,0,102,6,0,0,3
57,9,1,1,839,0,1,2,225,1,3,0,4
31,3,2,0,26965,0,0,0,654,2,3,1,2
33,9,2,1,716,1,0,0,234,2,3,0,5
29,9,2,2,2485,0,0,1,48,6,3,0,6
38,4,2,2,15030,1,0,0,167,1,1,0,5
37,0,1,1,11303,0,0,0,500,2,3,0,6
33,2,1,2,595,0,0,0,22,2,3,0,6
30,4,2,2,19358,0,0,0,258,2,3,0,6
31,6,2,1,203,0,1,0,177,1,3,0,4
28,9,2,2,183,1,1,2,62,2,3,0,3
26,0,2,1,255,0,0,0,457,1,2,1,2
31,9,2,1,102,1,0,1,460,2,0,0,5
50,3,0,0,94,1,0,0,184,4,3,0,5
45,2,1,0,58,1,0,1,119,3,0,0,5
48,4,1,0,606,0,0,0,77,6,3,0,6
41,9,1,1,0,0,1,0,107,1,3,0,4
60,9,1,0,65,1,0,2,1028,2,3,1,7
41,1,1,1,338,1,0,2,87,1,3,0,5
43,1,1,0,757,1,0,2,315,4,3,0,5
36,4,1,2,9269,1,1,0,107,2,3,0,3
40,1,1,0,1206,0,1,1,201,5,3,0,4
28,4,2,2,882,0,1,0,94,1,0,0,4
27,8,2,2,5291,0,0,0,192,2,0,1,2
49,4,2,1,61,1,0,0,185,2,0,0,5
37,9,1,2,0,1,0,0,77,1,3,0,5
31,1,1,1,1407,1,0,0,142,3,3,0,5
31,9,2,1,25,0,0,0,381,1,3,0,6
31,1,1,1,1354,1,1,0,222,2,3,0,3
35,1,1,0,793,1,0,0,106,1,3,0,5
51,1,0,3,10287,1,0,2,117,1,3,0,5
33,9,2,1,5235,0,0,0,67,3,3,0,6
30,9,2,2,3,1,0,0,45,2,0,0,5
58,9,2,1,409,0,1,0,643,2,3,0,4
34,0,1,2,35,1,0,0,76,1,0,0,5
45,4,1,2,-459,0,0,0,508,6,3,0,6
28,7,2,1,198,0,0,0,128,2,3,1,2
31,1,1,0,99,1,0,0,193,2,1,0,5
40,4,1,2,60,0,0,2,172,6,3,0,6
30,7,2,1,3485,0,0,0,142,2,3,0,6
34,2,1,1,-139,1,1,2,492,2,3,0,3
40,1,1,1,952,0,1,2,140,1,3,0,4
59,5,1,0,1427,0,0,2,140,2,3,0,6
43,9,2,2,1017,1,0,2,257,2,3,0,5
41,4,1,2,-29,0,0,0,41,2,0,0,6
33,9,0,1,9,0,0,0,91,2,3,0,6
33,4,1,1,4040,1,0,0,132,2,3,0,5
36,1,1,1,13,0,0,2,284,1,3,0,6
32,6,2,1,1259,0,0,0,184,2,3,0,6
25,0,1,1,18,1,0,0,225,1,3,0,5
25,1,1,1,-76,1,0,2,241,3,3,0,5
38,9,2,2,221,0,0,0,79,3,3,0,6
34,4,1,2,136,1,0,0,156,1,3,0,5
67,1,1,1,16353,0,0,0,223,2,3,0,6
32,1,1,1,-63,1,0,2,198,1,3,0,5
45,3,1,0,7353,0,0,0,536,2,3,0,6
33,1,1,0,511,1,0,2,304,2,3,0,5
38,0,1,0,3913,1,0,0,196,2,0,0,5
32,9,0,1,1097,1,0,2,298,2,3,0,5
54,5,0,2,6102,1,1,2,86,6,3,0,3
51,0,0,1,340,1,0,2,186,1,3,0,5
42,1,1,0,-119,1,0,0,167,3,3,0,5
41,0,1,1,2993,1,0,0,24,12,3,0,5
39,4,0,2,3575,0,1,0,74,3,3,0,4
38,1,1,1,361,1,0,2,601,1,3,0,5
39,4,1,1,1072,1,0,2,1168,2,3,0,5
46,1,1,0,2904,0,0,0,277,2,3,0,6
50,2,0,2,1790,0,1,0,748,3,3,0,4
33,1,1,1,86,1,0,2,364,1,3,0,5
37,9,1,1,1633,1,0,2,229,3,3,0,5
31,4,1,2,8312,0,0,0,43,13,3,0,6
34,1,0,3,172,0,0,0,177,1,3,1,2
34,4,1,2,0,1,0,0,262,1,2,1,7
36,4,1,2,222,1,0,0,317,1,0,0,5
40,9,1,1,109,0,0,2,402,22,3,0,6
40,1,1,1,1451,0,0,0,314,1,3,1,2
41,9,1,1,1066,0,0,0,109,3,3,1,2
52,4,1,2,3163,0,0,0,56,6,3,0,6
40,7,2,1,888,1,0,2,169,2,3,0,5
48,1,2,3,428,1,0,0,127,1,3,0,5
33,4,0,1,106,0,0,0,175,3,3,0,6
44,9,0,1,0,0,0,0,56,2,3,0,6
55,4,1,2,979,0,1,0,123,1,3,0,4
51,0,1,1,2662,0,0,1,148,2,3,0,6
34,4,2,2,84,0,0,0,231,1,3,0,6
58,5,0,3,5920,1,0,0,255,1,3,0,5
39,4,2,2,816,1,0,0,37,3,3,0,5
27,10,2,1,3276,0,0,0,106,1,1,0,6
55,4,0,3,2,1,0,2,95,1,3,0,5
35,9,2,1,-51,0,0,2,134,2,3,0,6
37,9,2,2,3315,1,0,0,820,2,3,0,5
52,9,1,1,196,1,1,0,116,1,0,0,3
41,1,1,1,552,1,0,0,463,1,3,0,5
52,0,1,1,2347,0,1,0,603,3,3,0,4
34,1,2,1,3723,1,0,2,47,5,3,0,5
53,4,0,0,255,0,0,0,126,1,3,0,6
33,4,2,2,3143,0,0,0,421,2,3,1,2
47,6,1,1,0,0,0,2,174,8,3,0,6
35,1,1,1,6411,1,1,0,144,1,0,0,3
33,4,2,2,1909,0,0,0,191,2,3,0,6
55,1,1,0,3873,0,0,1,222,1,3,0,6
58,6,1,0,1013,1,0,0,206,1,0,1,7
44,0,1,1,262,1,0,0,74,1,3,0,5
25,7,2,1,3217,1,0,2,24,1,3,0,5
37,9,2,1,5436,1,0,0,7,11,0,0,5
41,1,1,0,2067,1,0,0,493,7,3,0,5
34,1,2,1,215,0,0,0,350,3,3,1,2
36,7,0,1,1594,0,0,2,250,3,3,0,6
44,6,1,2,134,0,0,0,86,4,3,0,6
34,2,0,2,262,0,0,0,371,1,3,0,6
56,1,0,0,3021,0,0,2,419,2,3,0,6
43,4,0,2,388,1,0,2,2087,2,3,1,7
28,1,2,1,3412,1,0,0,22,4,3,0,5
54,1,1,1,1291,1,0,2,266,1,3,0,5
37,9,0,1,79,0,0,0,191,1,3,0,6
59,6,1,2,2013,0,0,0,222,4,2,1,2
58,1,0,1,543,0,1,1,264,3,3,0,4
56,4,0,2,1016,1,0,2,184,5,3,0,5
32,1,2,1,604,0,1,0,95,3,3,0,4
42,4,2,2,525,0,0,0,127,2,3,0,6
52,5,0,0,353,0,0,0,395,4,3,0,6
46,4,1,2,964,1,0,0,174,1,3,0,5
37,0,1,2,3913,1,0,0,124,1,3,1,7
39,1,1,0,879,1,0,2,102,2,3,0,5
31,0,1,1,314,1,0,0,279,1,3,0,5
59,3,1,0,0,0,0,0,76,11,3,0,6
38,1,1,1,1370,1,0,0,472,2,3,0,5
58,4,1,1,37,0,0,0,84,11,3,0,6
34,4,2,2,673,1,1,0,271,1,0,0,3
40,7,1,1,-342,1,0,2,754,1,3,0,5
20,8,2,1,291,0,0,1,172,5,0,0,6
34,9,1,1,209,1,1,0,375,2,3,0,3
31,9,2,2,438,1,0,0,130,2,3,0,5
39,0,2,1,1242,1,0,2,303,3,3,0,5
34,2,1,2,355,1,0,2,261,1,3,0,5
24,1,1,1,204,1,1,0,229,3,3,0,3
41,4,1,2,10758,1,0,0,288,1,3,0,5
40,4,1,2,5,1,0,0,219,3,3,0,5
45,9,2,1,410,1,0,2,891,4,3,1,7
36,4,1,2,605,1,0,2,204,1,3,0,5
53,4,1,2,4,0,0,2,19,6,3,0,6
23,8,2,1,8494,0,0,0,158,2,3,0,6
42,2,1,0,198,1,0,2,314,1,3,0,5
48,1,1,1,841,1,0,2,215,1,3,0,5
34,4,1,2,8,0,0,0,169,4,3,0,6
36,0,1,1,470,1,0,0,101,4,3,0,5
43,5,1,1,520,1,0,2,15,13,3,0,5
36,1,1,1,439,1,0,2,260,5,3,0,5
49,1,1,1,-454,1,0,0,558,1,3,1,7
55,5,1,1,466,0,0,2,287,4,3,0,6
53,5,1,1,665,1,0,0,371,2,3,1,7
42,9,1,1,994,1,0,0,149,1,0,1,7
45,0,1,1,5346,1,1,2,187,1,3,1,8
31,1,1,1,1243,1,0,2,32,1,3,0,5
32,0,1,2,0,1,0,2,138,1,3,0,5
36,1,1,1,2357,1,0,2,228,2,3,0,5
56,5,1,1,1044,0,0,1,353,2,3,1,2
46,0,1,1,1069,1,0,2,45,2,3,0,5
41,3,2,1,231,0,0,0,76,2,3,0,6
31,0,1,1,0,1,1,2,144,2,3,0,3
32,9,1,1,266,1,0,0,168,2,3,0,5
38,4,1,2,-70,1,0,0,140,1,1,0,5
49,5,2,0,25824,0,0,2,94,1,3,0,6
46,4,2,0,538,0,0,2,118,3,3,0,6
29,9,2,1,534,1,0,0,382,1,3,0,5
36,0,1,3,2323,0,0,0,111,1,3,0,6
38,0,1,1,1852,1,0,0,298,2,3,0,5
53,9,1,1,2647,1,0,2,121,1,3,0,5
43,4,1,2,2767,1,0,2,317,7,3,0,5
41,4,1,2,176,1,1,2,42,1,3,0,3
42,4,2,1,9720,0,0,0,81,2,3,0,6
55,1,0,1,1613,1,0,0,296,1,0,1,7
39,0,0,1,2903,1,1,1,259,2,3,0,3
30,0,2,1,81,1,0,0,121,6,1,0,5
41,1,1,1,780,1,0,0,432,3,3,0,5
44,10,1,2,178,0,0,0,126,2,3,0,6
58,4,1,2,299,0,0,0,120,4,3,0,6
35,5,1,0,285,1,0,0,136,1,3,0,5
27,1,1,1,872,1,0,0,1130,3,3,0,5
34,7,1,1,1337,0,0,0,330,2,2,1,2
25,7,1,1,72,1,0,0,305,2,3,0,5
36,1,1,1,0,0,0,2,332,3,3,0,6
38,1,1,1,-388,1,0,2,412,1,3,0,5
